"OriginalEnglish","Translation","Locations"
"
"Spanish - Argentina","Španielčina - Argentína","/src/webpart/src/webparts/common/assets/locals-1051.json;11274
"
"French - Cameroon","Francúzština - Kamerun","/src/webpart/src/webparts/common/assets/locals-1051.json;11276
"
"Arabic - Lebanon","Arabčina - Libanon","/src/webpart/src/webparts/common/assets/locals-1051.json;12289
"
"English - Zimbabwe","Angličtina - Zimbabwe","/src/webpart/src/webparts/common/assets/locals-1051.json;12297
"
"Spanish - Ecuador","Španielčina - Ekvádor","/src/webpart/src/webparts/common/assets/locals-1051.json;12298
"
"French - Cote d'Ivoire","Francúzština - Pobrežie Slonoviny","/src/webpart/src/webparts/common/assets/locals-1051.json;12300
"
"Arabic - Kuwait","Arabčina - Kuvajt","/src/webpart/src/webparts/common/assets/locals-1051.json;13313
"
"English - Philippines","Angličtina - Filipíny","/src/webpart/src/webparts/common/assets/locals-1051.json;13321
"
"Spanish - Chile","Španielčina - Čile","/src/webpart/src/webparts/common/assets/locals-1051.json;13322
"
"French - Mali","Francúzština - Mali","/src/webpart/src/webparts/common/assets/locals-1051.json;13324
"
"Arabic - U.A.E.","Arabčina - SAE.","/src/webpart/src/webparts/common/assets/locals-1051.json;14337
"
"English - Indonesia","Angličtina - Indonézia","/src/webpart/src/webparts/common/assets/locals-1051.json;14345
"
"Spanish - Uruguay","Španielčina - Uruguaj","/src/webpart/src/webparts/common/assets/locals-1051.json;14346
"
"French - Morocco","Francúzština - Maroko","/src/webpart/src/webparts/common/assets/locals-1051.json;14348
"
"Arabic - Bahrain","Arabčina - Bahrajn","/src/webpart/src/webparts/common/assets/locals-1051.json;15361
"
"English - Hong Kong SAR","Angličtina - Hong Kong SAR","/src/webpart/src/webparts/common/assets/locals-1051.json;15369
"
"Spanish - Paraguay","Španielčina - Paraguaj","/src/webpart/src/webparts/common/assets/locals-1051.json;15370
"
"French - Haiti","Francúzština - Haiti","/src/webpart/src/webparts/common/assets/locals-1051.json;15372
"
"Arabic - Qatar","Arabčina - Katar","/src/webpart/src/webparts/common/assets/locals-1051.json;16385
"
"English - India","Angličtina - India","/src/webpart/src/webparts/common/assets/locals-1051.json;16393
"
"Spanish - Bolivia","Španielčina - Bolívia","/src/webpart/src/webparts/common/assets/locals-1051.json;16394
"
"English - Malaysia","Angličtina - Malajzia","/src/webpart/src/webparts/common/assets/locals-1051.json;17417
"
"Spanish - El Salvador","Španielčina - Salvádor","/src/webpart/src/webparts/common/assets/locals-1051.json;17418
"
"English - Singapore","Angličtina - Singapur","/src/webpart/src/webparts/common/assets/locals-1051.json;18441
"
"Spanish - Honduras","Španielčina - Honduras","/src/webpart/src/webparts/common/assets/locals-1051.json;18442
"
"Spanish - Nicaragua","Španielčina - Nikaragua","/src/webpart/src/webparts/common/assets/locals-1051.json;19466
"
"Spanish - Puerto Rico","Španielčina - Portoriko","/src/webpart/src/webparts/common/assets/locals-1051.json;20490
"
"Spanish - United States","Španielčina - Spojené štáty americké","/src/webpart/src/webparts/common/assets/locals-1051.json;21514
"
"Spanish - Latin America","Španielčina - Latinská Amerika","/src/webpart/src/webparts/common/assets/locals-1051.json;58378
"
"French - North Africa","Francúzština - Severná Afrika","/src/webpart/src/webparts/common/assets/locals-1051.json;58380
"
"Web Part Title (Content Only Mode)","Názov webovej časti (iba režim obsahu)","/src/webpart/src/webparts/common/loc/sk-sk.ts;WebpartTitleLabel
"
"Custom Learning Properties","Vlastné vlastnosti učenia","/src/webpart/src/webparts/common/loc/sk-sk.ts;LPViewerPropertyDescription
"
"Default View","Predvolené zobrazenie","/src/webpart/src/webparts/common/loc/sk-sk.ts;LPViewerPropertyGroupName
"
"Select Web Part Mode","Výber režimu webových partií","/src/webpart/src/webparts/common/loc/sk-sk.ts;WebpartModeLabel
"
"How you would like to display the web part","Ako by ste chceli zobraziť webovú časť","/src/webpart/src/webparts/common/loc/sk-sk.ts;WebpartModeDescription
"
"Show Custom Learning Navigation Header","Zobraziť vlastnú hlavičku navigácie učenia","/src/webpart/src/webparts/common/loc/sk-sk.ts;ShowNavigationLabel
"
"Select a filter","Výber filtra","/src/webpart/src/webparts/common/loc/sk-sk.ts;DefaultFilterLabel
"
"Select a filter to limit the results. You can only filter by one type at a time.","Vyberte filter na obmedzenie výsledkov. Filtrovať môžete len podľa jedného typu naraz.","/src/webpart/src/webparts/common/loc/sk-sk.ts;DefaultFilterDescription
"
"Filter to Category","Filtrovať do kategórie","/src/webpart/src/webparts/common/loc/sk-sk.ts;DefaultCategoryLabel
"
"Select a category to limit results.","Vyberte kategóriu, aby ste obmedzili výsledky.","/src/webpart/src/webparts/common/loc/sk-sk.ts;DefaultCategoryDescription
/src/webpart/src/webparts/common/loc/sk-sk.ts;DefaultPlaylistDescription
"
"Filter to Sub-Category","Filtrovanie do podkategórie","/src/webpart/src/webparts/common/loc/sk-sk.ts;DefaultSubCategoryLabel
"
"Select a sub-category to limit results.","Ak chcete obmedziť výsledky, vyberte podkategóriu.","/src/webpart/src/webparts/common/loc/sk-sk.ts;DefaultSubCategoryDescription
"
"Filter to Playlist","Filtrovať do zoznamu skladieb","/src/webpart/src/webparts/common/loc/sk-sk.ts;DefaultPlaylistLabel
"
"Select an Asset","Výber majetku","/src/webpart/src/webparts/common/loc/sk-sk.ts;DefaultAssetLabel
"
"Select an asset to display from the playlist.","Vyberte aktívum, ktoré sa má zobraziť zo zoznamu skladieb.","/src/webpart/src/webparts/common/loc/sk-sk.ts;DefaultAssetDescription
"
"Choose the courses that suit you best","Vyberte si kurzy, ktoré vám najviac vyhovujú","/src/webpart/src/webparts/common/loc/sk-sk.ts;FilterPanelHeader
"
"I am a","Som","/src/webpart/src/webparts/common/loc/sk-sk.ts;FilterPanelAudienceLabel
"
"My skill set is","Moja zručnosť je","/src/webpart/src/webparts/common/loc/sk-sk.ts;FilterPanelSkillsetLabel
"
"Home","Domov","/src/webpart/src/webparts/common/loc/sk-sk.ts;NavigationHome
"
"Playlist: ","Zoznam skladieb: ","/src/webpart/src/webparts/common/loc/sk-sk.ts;SearchResultItemPlayListLabel
"
"Category: ","Kategória: ","/src/webpart/src/webparts/common/loc/sk-sk.ts;SearchResultItemCategoryLabel
"
"Search for Playlists or Assets","Vyhľadávanie zoznamov skladieb alebo aktív","/src/webpart/src/webparts/common/loc/sk-sk.ts;SearchPanelPlaceHolderLabel
"
"Copy","Kopírovať","/src/webpart/src/webparts/common/loc/sk-sk.ts;LinkPanelCopyLabel
"
"Current Playlist: ","Aktuálny zoznam skladieb: ","/src/webpart/src/webparts/common/loc/sk-sk.ts;HeaderPlaylistPanelCurrentPlaylistLabel
"
"Administration","Administratíva","/src/webpart/src/webparts/common/loc/sk-sk.ts;HeaderPlaylistPanelAdminHeader
"
"During use this area will show other assets in the playlist it's being shown in.","Počas používania sa v tejto oblasti zobrazia ďalšie aktíva v zozname skladieb, v akom sa zobrazuje.","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistOverviewDesignMessage
"
"All steps in playlist","Všetky kroky v zozname skladieb","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistOverviewHeading
"
"Burger","Burger","/src/webpart/src/webparts/common/loc/sk-sk.ts;BurgerButton
"
"Link","Väzba","/src/webpart/src/webparts/common/loc/sk-sk.ts;LinkButton
"
"Search","Hľadať","/src/webpart/src/webparts/common/loc/sk-sk.ts;SearchButton
"
"Playlist Administration","Správa zoznamov skladieb","/src/webpart/src/webparts/common/loc/sk-sk.ts;AdministerPlaylist
"
"No search results matched your query.","Žiadne výsledky vyhľadávania sa nezhodovali s dotazom.","/src/webpart/src/webparts/common/loc/sk-sk.ts;NoSearchResults
"
"Select Learning Source","Vyberte položku Zdroj učenia","/src/webpart/src/webparts/common/loc/sk-sk.ts;DefaultCDNLabel
"
"Select alternate source for learning content.","Vyberte alternatívny zdroj pre obsah učenia.","/src/webpart/src/webparts/common/loc/sk-sk.ts;DefaultCDNDescription
"
"Description Field","Pole popisu","/src/webpart/src/webparts/common/loc/sk-sk.ts;DescriptionFieldLabel
"
"Choose an image","Výber obrázka","/src/webpart/src/webparts/common/loc/sk-sk.ts;ImageSelectorLabel
"
"Choose Image","Vybrať obrázok","/src/webpart/src/webparts/common/loc/sk-sk.ts;ImageSelectorButton
"
"Title","Titul","/src/webpart/src/webparts/common/loc/sk-sk.ts;DetailEditTitle
"
"Description","Popis","/src/webpart/src/webparts/common/loc/sk-sk.ts;DetailEditDescription
"
"Url","Adresa URL","/src/webpart/src/webparts/common/loc/sk-sk.ts;DetailEditUrl
"
"Category","Kategória","/src/webpart/src/webparts/common/loc/sk-sk.ts;DetailEditCategory
/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminMenuCategoryLabel
/src/webpart/src/webparts/common/loc/sk-sk.ts;PropertyPaneFilterCategory
"
"No Categories are available","Nie sú k dispozícii žiadne kategórie","/src/webpart/src/webparts/common/loc/sk-sk.ts;DetailEditCategoryNoData
"
"Technology","Technológia","/src/webpart/src/webparts/common/loc/sk-sk.ts;DetailEditTechnology
/src/webpart/src/webparts/common/loc/sk-sk.ts;TechnologyHeadingLabel
/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminMenuTechnologyLabel
"
"Level","Úroveň","/src/webpart/src/webparts/common/loc/sk-sk.ts;DetailEditLevel
/src/webpart/src/webparts/common/loc/sk-sk.ts;LogLevel
"
"Audience","Obecenstvo","/src/webpart/src/webparts/common/loc/sk-sk.ts;DetailEditAudience
"
"Search for Existing Assets","Hľadanie existujúcich aktív","/src/webpart/src/webparts/common/loc/sk-sk.ts;AssetSearchPlaceHolderLabel
"
"Add new Subcategory","Pridanie novej podkategórie","/src/webpart/src/webparts/common/loc/sk-sk.ts;CategoryHeading
"
"Subcategory","Podkategóriu","/src/webpart/src/webparts/common/loc/sk-sk.ts;CategoryHeadingLabel
"
"Playlist was saved!","Playlist bol uložený!","/src/webpart/src/webparts/common/loc/sk-sk.ts;CategoryPlaylistSavedMessage
"
"Failed to save playlist!","Nepodarilo sa uložiť zoznam skladieb!","/src/webpart/src/webparts/common/loc/sk-sk.ts;CategoryPlaylistSaveFailedMessage
"
"You have made changes to a new playlist. Do you want to discard your changes and continue?","Vykonali ste zmeny v novom zozname skladieb. Chcete zahodiť zmeny a pokračovať?","/src/webpart/src/webparts/common/loc/sk-sk.ts;CategoryNewPlayListMessage
"
"You have made changes to this playlist. Do you want to discard your changes and continue?","V tomto zozname skladieb ste vykonali zmeny. Chcete zahodiť zmeny a pokračovať?","/src/webpart/src/webparts/common/loc/sk-sk.ts;CategoryEditedPlayListMessage
"
"Asset was saved!","Majetok bol zachránený!","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistEditAssetSavedMessage
"
"Failed to save asset!","Nepodarilo sa zachrániť majetok!","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistEditAssetSaveFailedMessage
"
"Create a new playlist","Vytvorenie nového zoznamu skladieb","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistEditCreatePlaylistHeader
"
"Playlist Details: ","Podrobnosti o zozname skladieb: ","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistEditPlaylistDetailsHeader
"
"Playlist Assets","Aktíva zoznamu skladieb","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistEditPlaylistAssetsHeader
"
"Edit Detail","Upraviť podrobnosti","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistEditEditLabel
"
"Save Detail","Uložiť podrobnosti","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistEditSaveLabel
"
"Cancel Detail","Zrušiť podrobnosti","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistEditCancelLabel
"
"Close Playlist","Zavrieť zoznam skladieb","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistEditCloseLabel
"
"Create a new asset","Vytvorenie nového majetku","/src/webpart/src/webparts/common/loc/sk-sk.ts;AssetDetailsCreateHeader
"
"Manage Custom Asset:","Správa vlastného majetku:","/src/webpart/src/webparts/common/loc/sk-sk.ts;AssetDetailsManageHeader
"
"Asset Details: ","Podrobnosti o majetku: ","/src/webpart/src/webparts/common/loc/sk-sk.ts;AssetDetailsDetailsHeader
"
"Save Asset","Uložiť majetok","/src/webpart/src/webparts/common/loc/sk-sk.ts;AssetDetailsSaveLabel
"
"Cancel Asset","Zrušiť majetok","/src/webpart/src/webparts/common/loc/sk-sk.ts;AssetDetailsCancelLabel
"
"Close Asset","Zavrieť aktíva","/src/webpart/src/webparts/common/loc/sk-sk.ts;AssetDetailsCloseLabel
"
"Open Page","Otvoriť stranu","/src/webpart/src/webparts/common/loc/sk-sk.ts;AssetDetailsOpenPage
"
"Subcategory Heading","Nadpis podkategórie","/src/webpart/src/webparts/common/loc/sk-sk.ts;SubcategoryHeadingLabel
"
"Playlist","Zoznam skladieb","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistItemPlaylistHeadingLabel
/src/webpart/src/webparts/common/loc/sk-sk.ts;PropertyPaneFilterPlaylist
"
"Delete Playlist","Odstrániť zoznam skladieb","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistItemPlaylistDelete
"
"New Asset","Nové aktívum","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistEditAssetNewLabel
"
"Remove from Playlist","Odstrániť zo zoznamu skladieb","/src/webpart/src/webparts/common/loc/sk-sk.ts;PlaylistRemove
"
"Custom Playlist","Vlastný zoznam skladieb","/src/webpart/src/webparts/common/loc/sk-sk.ts;ImageSelectorImageAlt
"
"Image Url","Adresa url obrázka","/src/webpart/src/webparts/common/loc/sk-sk.ts;ImageSelectorUrlPlaceholder
"
"Add new playlist to Subcategory","Pridanie nového zoznamu skladieb do podkategórie","/src/webpart/src/webparts/common/loc/sk-sk.ts;CategoryHeadingAddPlaylistToSubcategory
"
"Show","Ukázať","/src/webpart/src/webparts/common/loc/sk-sk.ts;Show
"
"Hide","Skryť","/src/webpart/src/webparts/common/loc/sk-sk.ts;Hide
"
"Add","Sčítať","/src/webpart/src/webparts/common/loc/sk-sk.ts;Add
"
"Edit","Editovať","/src/webpart/src/webparts/common/loc/sk-sk.ts;Edit
/src/webpart/src/webparts/common/loc/sk-sk.ts;EditButton
"
"Close","Zavrieť","/src/webpart/src/webparts/common/loc/sk-sk.ts;CloseButton
/src/webpart/src/webparts/common/loc/sk-sk.ts;DataUpgradeClose
"
"Step","Krok","/src/webpart/src/webparts/common/loc/sk-sk.ts;StepButton
"
"Move Up","Posunúť sa nahor","/src/webpart/src/webparts/common/loc/sk-sk.ts;MoveUpButton
"
"Move Down","Posunúť sa nadol","/src/webpart/src/webparts/common/loc/sk-sk.ts;MoveDownButton
"
"Cancel","Zrušiť","/src/webpart/src/webparts/common/loc/sk-sk.ts;CancelButton
/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminCdnCancelButton
/src/webpart/src/webparts/common/loc/sk-sk.ts;CancelButtonLabel
"
"Update","Aktualizovať","/src/webpart/src/webparts/common/loc/sk-sk.ts;UpdateButton
/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminCdnUpdateButton
"
"Delete","Odstrániť","/src/webpart/src/webparts/common/loc/sk-sk.ts;DeleteButton
"
"New asset page in Site Pages library.","Nová stránka s majetkom v knižnici stránok lokalít.","/src/webpart/src/webparts/common/loc/sk-sk.ts;DetailEditNewPageMessage
"
"Enter the URL of an existing page.","Zadajte URL adresu existujúcej stránky.","/src/webpart/src/webparts/common/loc/sk-sk.ts;DetailEditExistingPageMessage
"
"Create Asset Page","Vytvoriť stránku s majetkom","/src/webpart/src/webparts/common/loc/sk-sk.ts;DetailEditNewPageButton
"
"Enter Url","Zadajte adresu URL","/src/webpart/src/webparts/common/loc/sk-sk.ts;DetailEditExistingPageButton
"
"Add Content Pack","Pridanie balíka obsahu","/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminAddCdnLabel
"
"Edit Content Pack","Úprava balíka obsahu","/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminEditCdnLabel
"
"Delete Content Pack","Odstrániť balík obsahu","/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminDeleteCdnLabel
"
"Content Pack Id/Partner Id","Id/id partnera obsahový balík","/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminCdnIdLabel
"
"Display Name","Zobrazovaný názov","/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminCdnDisplayName
"
"Base URL","Základná adresa URL","/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminCdnBaseUrl
"
"Custom Content Pack","Vlastný balík obsahu","/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminCustomCdnTitle
"
"Custom Content Packs are an advanced feature and should only be used by Admins with experience administrating web content. Untrustworthy content sources may introduce unsafe content into your site. You should only add sources that you trust. For more information, see Partner Guidance in the learning pathways documentation.","Vlastné balíky obsahu sú pokročilou funkciou a mali by ich používať iba správcovia so skúsenosťami s administráciou webového obsahu. Nedôveryhodné zdroje obsahu môžu na vašu stránku zaviesť nebezpečný obsah. Mali by ste pridávať iba zdroje, ktorým dôverujete. Ďalšie informácie nájdete v časti Pokyny pre partnerov v dokumentácii o vzdelávacích dráhach.","/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminCustomCdnDescription
"
"A new browser tab has been started that will allow you to provision the new content pack. When you have successfully done so, click 'Complete' below to update the alternate content list. If you have an error or choose not to install the content pack, please click 'Cancel', you can come back at any time.","Spustila sa nová karta prehliadača, ktorá vám umožní poskytnúť nový balík obsahu. Ak tak urobíte úspešne, kliknutím na tlačidlo Dokončiť nižšie aktualizujte zoznam alternatívnych obsahov. Ak máte chybu alebo sa rozhodnete neinštalovať balík obsahu, kliknite na tlačidlo Zrušiť, môžete sa kedykoľvek vrátiť.","/src/webpart/src/webparts/common/loc/sk-sk.ts;AdminConfirmContentPack
