"OriginalEnglish","Translation","Locations"
"Close","Închide","/src/webpart/src/webparts/common/loc/ro-ro.ts;CloseButton
/src/webpart/src/webparts/common/loc/ro-ro.ts;DataUpgradeClose
"
"Step","Treaptă","/src/webpart/src/webparts/common/loc/ro-ro.ts;StepButton
"
"Move Up","Mutare în sus","/src/webpart/src/webparts/common/loc/ro-ro.ts;MoveUpButton
"
"Move Down","Mutare în jos","/src/webpart/src/webparts/common/loc/ro-ro.ts;MoveDownButton
"
"Cancel","Anula","/src/webpart/src/webparts/common/loc/ro-ro.ts;CancelButton
/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminCdnCancelButton
/src/webpart/src/webparts/common/loc/ro-ro.ts;CancelButtonLabel
"
"Update","Actualiza","/src/webpart/src/webparts/common/loc/ro-ro.ts;UpdateButton
/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminCdnUpdateButton
"
"Delete","Șterge","/src/webpart/src/webparts/common/loc/ro-ro.ts;DeleteButton
"
"New asset page in Site Pages library.","Pagină de active noi în biblioteca Pagini site.","/src/webpart/src/webparts/common/loc/ro-ro.ts;DetailEditNewPageMessage
"
"Enter the URL of an existing page.","Introduceți URL-ul unei pagini existente.","/src/webpart/src/webparts/common/loc/ro-ro.ts;DetailEditExistingPageMessage
"
"Create Asset Page","Creează o pagină de activ","/src/webpart/src/webparts/common/loc/ro-ro.ts;DetailEditNewPageButton
"
"Enter Url","Introduceți URL-ul","/src/webpart/src/webparts/common/loc/ro-ro.ts;DetailEditExistingPageButton
"
"Add Content Pack","Adăugarea pachetului de conținut","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminAddCdnLabel
"
"Edit Content Pack","Editarea pachetului de conținut","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminEditCdnLabel
"
"Delete Content Pack","Ștergerea pachetului de conținut","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminDeleteCdnLabel
"
"Content Pack Id/Partner Id","Id-ul pachetului de conținut/ID-ul partenerului","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminCdnIdLabel
"
"Display Name","Nume afișat","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminCdnDisplayName
"
"Base URL","URL-ul de bază","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminCdnBaseUrl
"
"Custom Content Pack","Pachet de conținut personalizat","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminCustomCdnTitle
"
"Custom Content Packs are an advanced feature and should only be used by Admins with experience administrating web content. Untrustworthy content sources may introduce unsafe content into your site. You should only add sources that you trust. For more information, see Partner Guidance in the learning pathways documentation.","Pachetele de conținut personalizate sunt o caracteristică avansată și ar trebui să fie utilizate numai de către administratorii cu experiență în administrarea conținutului web. Sursele de conținut nedemne de încredere pot introduce conținut nesigur în site-ul dvs. Ar trebui să adăugați doar surse în care aveți încredere. Pentru mai multe informații, consultați Ghidarea partenerilor în documentația căilor de învățare.","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminCustomCdnDescription
"
"A new browser tab has been started that will allow you to provision the new content pack. When you have successfully done so, click 'Complete' below to update the alternate content list. If you have an error or choose not to install the content pack, please click 'Cancel', you can come back at any time.","A fost pornită o nouă filă de browser care vă va permite să furnizați noul pachet de conținut. După ce ați făcut acest lucru cu succes, faceți clic pe ""Finalizare"" de mai jos pentru a actualiza lista de conținut alternativ. Dacă aveți o eroare sau alegeți să nu instalați pachetul de conținut, faceți clic pe ""Anulare"", puteți reveni în orice moment.","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminConfirmContentPack
"
"Complete","Complet","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminCdnCompleteButton
"
"Please confirm you would like to remove the selected CDN?","Vă rugăm să confirmați că doriți să eliminați CDN-ul selectat?","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminRemoveCdn
"
"About Web Part","Despre partea web","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminAbout
"
"Open M365 learning pathways documentation","Deschideți documentația căilor de învățare M365","/src/webpart/src/webparts/common/loc/ro-ro.ts;DocumentationLinkLabel
"
"Failed copying playlist, please contact the administrator or see the browser console for more details.","Nu a reușit copierea listei de redare, vă rugăm să contactați administratorul sau să consultați consola browser-ului pentru mai multe detalii.","/src/webpart/src/webparts/common/loc/ro-ro.ts;CategoryCopyPlaylistFail
"
"Copy Playlist","Copiați lista de redare","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistEditCopyLabel
"
"Next","Următor","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistNext
"
"Previous","Precedent","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistPrevious
"
"Toggle full-screen mode","Comutarea modului ecran complet","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistFullScreen
"
"Your installed Microsoft 365 learning pathways web part is out of date. You are currently running version %0% and the newest version is %1%.","Partea web căi de învățare Microsoft 365 instalată este depășită. În prezent, executați versiunea %0%, iar cea mai nouă versiune este %1%.","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminVersionUpdateNotice
"
"Check out the instructions for 'Updating the solution'.","Consultați instrucțiunile pentru ""Actualizarea soluției"".","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminVersionUpdateInstructions
"
"You do not have rights to administrate Microsoft 365 learning pathways. Please talk to administrator about joining the Owners or Members group.","Nu aveți dreptul de a administra căile de învățare Microsoft 365. Vă rugăm să discutați cu administratorul despre aderarea la proprietari sau membri grup.","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminSecurityMessage
"
"Microsoft 365 learning pathways has a configuration issue. Ask your administrator for assistance. [Administrators: Please see the browser console for detailed logs. For technical assistance check out the issues list at https://github.com/pnp/custom-learning-office-365/issues.]","Căile de învățare Microsoft 365 au o problemă de configurare. Solicitați asistență administratorului. [Administratori: Consultați consola browserului pentru jurnale detaliate. Pentru asistență tehnică consultați lista de probleme de la https://github.com/pnp/custom-learning-office-365/issues.]","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminConfigIssueMessage
"
"Url: Awaiting title...","Url: În așteptarea titlului ...","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminAwaitingUrlPrompt
"
"Creating page","Crearea paginii","/src/webpart/src/webparts/common/loc/ro-ro.ts;CreatingPage
"
"Try Again","Încearcă din nou","/src/webpart/src/webparts/common/loc/ro-ro.ts;TryAgain
"
"Add language","Adăugarea limbii","/src/webpart/src/webparts/common/loc/ro-ro.ts;AddLanguagePlaceholder
"
"Not Applicable","Nu se aplică","/src/webpart/src/webparts/common/loc/ro-ro.ts;NotApplicable
"
"Data Upgrade from","Upgrade de date de la","/src/webpart/src/webparts/common/loc/ro-ro.ts;DataUpgradeTitle
"
"You have updated to a major new release of Microsoft 365 learning pathways. To begin the upgrade process press 'Start'","Ați actualizat la o nouă versiune majoră de căi de învățare Microsoft 365. Pentru a începe procesul de upgrade apăsați pe ""Start""","/src/webpart/src/webparts/common/loc/ro-ro.ts;DataUpgradeIntro
"
"Start","Porni","/src/webpart/src/webparts/common/loc/ro-ro.ts;DataUpgradeStart
"
"If you encounter issues performing the update you can request assistance by submitting an  issue to the ","Dacă întâmpinați probleme la efectuarea actualizării, puteți solicita asistență trimițând o problemă la ","/src/webpart/src/webparts/common/loc/ro-ro.ts;DataUpgradeIssue
"
"Microsoft 365 learning pathways GitHub issue list.","Lista de probleme Microsoft 365 learning pathways GitHub.","/src/webpart/src/webparts/common/loc/ro-ro.ts;DataUpgradeIssueLink
"
"Upgrade Log","Jurnal de upgrade","/src/webpart/src/webparts/common/loc/ro-ro.ts;DataUpgradeLog
"
"The upgrade has completed.","Upgrade-ul s-a finalizat.","/src/webpart/src/webparts/common/loc/ro-ro.ts;DataUpgradeComplete
"
"Errors","Erori","/src/webpart/src/webparts/common/loc/ro-ro.ts;DataUpgradeErrors
"
"Message","Mesaj","/src/webpart/src/webparts/common/loc/ro-ro.ts;LogMessage
"
"M365 learning pathways","Căi de învățare M365","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutGroupHeader
"
"Current Configuration*","Configurație curentă*","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutGroupTitle
"
"(* will be current content pack specific)","(* va fi pachetul de conținut curent specific)","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutGroupTitle2
"
"Learning Site Url:","Url-ul site-ului de învățare:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutLearningSiteUrl
"
"Base CDN Path:","Calea CDN de bază:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutBaseCDNPath
"
"Telemetry Status:","Starea telemetriei:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutTelemetryStatus
"
"Current Web Part Version:","Versiunea curentă a părții web:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutCurrentWPVersion
"
"Multilingual Pages Enabled:","Pagini multilingve activate:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutMultilingualEnabled
"
"Multilingual Pages Translation Languages:","Limbi de traducere pagini multilingve:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutMultilingualLanguages
"
"Configured Languages:","Limbi configurate:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutConfiguredLanguages
"
"Content Pack Supported Languages:","Pachete de conținut Limbi acceptate:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutSupportedLanguages
"
"Default Site Language:","Limba implicită a site-ului:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutDefaultSiteLanguage
"
"Current User Language:","Limba curentă a utilizatorului:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutCurrentUserLanguage
"
"Content Pack Asset Origins:","Content Pack Asset Origins:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutContentPackAssetOrigins
"
"Current CDN:","CDN curent:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutCurrentCDN
"
"All CDNs:","Toate CDN-urile:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutAllCDNs
"
"Cache Last Update:","Cache Ultima actualizare:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AboutCacheLastUpdate
"
"Document libraries","Biblioteci de documente","/src/webpart/src/webparts/common/loc/ro-ro.ts;DocumentLibraries
"
"Open","Deschide","/src/webpart/src/webparts/common/loc/ro-ro.ts;OpenButtonLabel
"
"Upload file","Încărcați fișierul","/src/webpart/src/webparts/common/loc/ro-ro.ts;UploadFileHeader
"
"Change file","Modificarea fișierului","/src/webpart/src/webparts/common/loc/ro-ro.ts;ChangeFileLinkLabel
"
"Choose file","Alegeți fișierul","/src/webpart/src/webparts/common/loc/ro-ro.ts;ChooseFileLinkLabel
"
"Add file","Adăugarea fișierului","/src/webpart/src/webparts/common/loc/ro-ro.ts;AddFileButtonLabel
"
"Web search","Căutare pe web","/src/webpart/src/webparts/common/loc/ro-ro.ts;WebSearchLinkLabel
/src/webpart/src/webparts/common/loc/ro-ro.ts;SearchBoxPlaceholder
"
"These results are tagged with Creative Commons licenses. Review the licenses to ensure you comply.","Aceste rezultate sunt etichetate cu licențe Creative Commons. Examinați licențele pentru a vă asigura că vă conformați.","/src/webpart/src/webparts/common/loc/ro-ro.ts;CreativeCommonsMessage
"
"You are responsible for respecting others' rights, including copyright.","Sunteți responsabil pentru respectarea drepturilor altora, inclusiv a drepturilor de autor.","/src/webpart/src/webparts/common/loc/ro-ro.ts;CopyrightWarning
"
"https://www.microsoft.com/en-US/legal/copyright/default.aspx","https://www.microsoft.com/en-US/legal/copyright/default.aspx","/src/webpart/src/webparts/common/loc/ro-ro.ts;CopyrightUrl
"
"Learn more.","Află mai multe.","/src/webpart/src/webparts/common/loc/ro-ro.ts;LearnMoreLink
"
"***There is no result found. Try to change the filter options","Nu se găsește niciun rezultat. Încercați să modificați opțiunile de filtrare","/src/webpart/src/webparts/common/loc/ro-ro.ts;NoResultsBadEnglish
"
"Image result for {0}.","Rezultatul imaginii pentru {0}.","/src/webpart/src/webparts/common/loc/ro-ro.ts;SearchResultAlt
"
"Press enter to open the image source in a new tab.","Apăsați enter pentru a deschide sursa imaginii într-o filă nouă.","/src/webpart/src/webparts/common/loc/ro-ro.ts;SearchResultAriaLabel
"
"Powered by Bing","Realizat de Bing","/src/webpart/src/webparts/common/loc/ro-ro.ts;PoweredByBing
"
"Extra Large","Extra mare","/src/webpart/src/webparts/common/loc/ro-ro.ts;SizeOptionExtraLarge
"
"Large","Mare","/src/webpart/src/webparts/common/loc/ro-ro.ts;SizeOptionLarge
"
"Medium","Medie","/src/webpart/src/webparts/common/loc/ro-ro.ts;SizeOptionMedium
"
"Small","Mic","/src/webpart/src/webparts/common/loc/ro-ro.ts;SizeOptionSmall
"
"Square","Pătrat","/src/webpart/src/webparts/common/loc/ro-ro.ts;LayoutOptionSquare
"
"Tall","Înalt","/src/webpart/src/webparts/common/loc/ro-ro.ts;LayoutOptionTall
"
"Wide","Larg","/src/webpart/src/webparts/common/loc/ro-ro.ts;LayoutOptionWide
"
"Creative Commons only","Creative Commons numai","/src/webpart/src/webparts/common/loc/ro-ro.ts;LicenseOptionAny
"
"Recent documents","Documente recente","/src/webpart/src/webparts/common/loc/ro-ro.ts;RecentDocumentsHeader
"
"Loading...","Încărcare...","/src/webpart/src/webparts/common/loc/ro-ro.ts;Loading
"
"No recent files","Fără fișiere recente","/src/webpart/src/webparts/common/loc/ro-ro.ts;NoRecentFiles
"
"Try selecting a file from your site, or upload one from your device.","Încercați să selectați un fișier de pe site sau să încărcați unul de pe dispozitiv.","/src/webpart/src/webparts/common/loc/ro-ro.ts;NoRecentFilesDescription
"
"edited by ","editat de ","/src/webpart/src/webparts/common/loc/ro-ro.ts;EditedByNamePlate
"
"From a link","Dintr-un link","/src/webpart/src/webparts/common/loc/ro-ro.ts;LinkHeader
/src/webpart/src/webparts/common/loc/ro-ro.ts;FromLinkLinkLabel
"
"Paste a link to a file in OneDrive for Business or SharePoint Online","Lipirea unui link la un fișier în OneDrive pentru business sau SharePoint Online","/src/webpart/src/webparts/common/loc/ro-ro.ts;LinkFileInstructions
"
"We only support linking to files in your own organization.","Acceptăm doar conectarea la fișiere din propria organizație.","/src/webpart/src/webparts/common/loc/ro-ro.ts;NoExternalLinksValidationMessage
"
"Provided value is invalid","Valoarea furnizată nu este validă","/src/webpart/src/webparts/common/loc/ro-ro.ts;ProvidedValueIsInvalid
"
".{0} Image",". {0} Imagine","/src/webpart/src/webparts/common/loc/ro-ro.ts;ImageAriaLabelTemplate
/src/webpart/src/webparts/common/loc/ro-ro.ts;ImageAltText
"
"{0}, Document, Modified {1}, edited by {2}, Private","{0}, Document, {1} modificat, editat de {2}, Privat","/src/webpart/src/webparts/common/loc/ro-ro.ts;DocumentLabelTemplate
"
"https://spoprod-a.akamaihd.net/files/odsp-next-prod_2019-01-18_20190124.001/odsp-media/images/itemtypes/16_2x/photo.png","https://spoprod-a.akamaihd.net/files/odsp-next-prod_2019-01-18_20190124.001/odsp-media/images/itemtypes/16_2x/photo.png","/src/webpart/src/webparts/common/loc/ro-ro.ts;ODPhotoIconUrl
"
"{0}, Folder, Modified {1}, edited by {2}, {3} items, Private","{0}, Folder, Modificat {1}, editat de {2}, elemente {3}, Privat","/src/webpart/src/webparts/common/loc/ro-ro.ts;FolderLabelTemplate
"
"https://static2.sharepointonline.com/files/fabric/office-ui-fabric-react-assets/foldericons/folder-large_backplate.svg","https://static2.sharepointonline.com/files/fabric/office-ui-fabric-react-assets/foldericons/folder-large_backplate.svg","/src/webpart/src/webparts/common/loc/ro-ro.ts;FolderBackPlate
"
"https://static2.sharepointonline.com/files/fabric/office-ui-fabric-react-assets/foldericons/folder-large_frontplate_nopreview.svg","https://static2.sharepointonline.com/files/fabric/office-ui-fabric-react-assets/foldericons/folder-large_frontplate_nopreview.svg","/src/webpart/src/webparts/common/loc/ro-ro.ts;FolderFrontPlate
"
"0 bytes","0 octeți","/src/webpart/src/webparts/common/loc/ro-ro.ts;EmptyFileSize
"
"File Picker","Selector de fișiere","/src/webpart/src/webparts/common/loc/ro-ro.ts;FilePickerHeader
"
"Images and files provided by your organization","Imagini și fișiere furnizate de organizația dvs.","/src/webpart/src/webparts/common/loc/ro-ro.ts;OrgAssetsTabLabel
"
"Recent","Recent","/src/webpart/src/webparts/common/loc/ro-ro.ts;RecentLinkLabel
"
"Site","Site","/src/webpart/src/webparts/common/loc/ro-ro.ts;SiteLinkLabel
"
"Upload","Încărca","/src/webpart/src/webparts/common/loc/ro-ro.ts;UploadLinkLabel
"
